t 1.25234 /NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=675us, RA=00:00:00:00:00:03, TA=00:00:00:00:00:04) ns3::WifiMacTrailer ()
t 6.50005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 6.50005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 6.50026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 6.50026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 6.502 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 6.50221 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 6.50221 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 6.75005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 6.75005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 6.75026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 6.75026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 7.00005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 7.00005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 7.00026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 7.00026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 7.25005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 7.25005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 7.25026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 7.25026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 7.25204 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 7.25225 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 7.25225 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 7.50005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 7.50005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 7.50026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 7.50026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 7.75005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 7.75005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 7.75026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 7.75026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 8.00005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 8.00005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 8.00026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 8.00026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 8.25005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 8.25005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 8.25026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 8.25026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 8.50005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 8.50005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 8.50026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 8.50026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 8.5024 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 8.50261 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 8.50261 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 8.75005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 8.75005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 8.75026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 8.75026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 9.00005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 9.00005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 9.00026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 9.00026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 9.25005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 9.25005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 9.25026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 9.25026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 9.50005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 9.50005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 9.50026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 9.50026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 9.75005 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 9.75005 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 9.75026 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 9.75026 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 9.75108 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 9.75129 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 9.75129 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 10 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 10 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 10.0003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 10.0003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 10.25 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 10.25 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 10.2503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 10.2503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 10.2518 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 10.252 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 10.252 DsssRate11Mbps/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 10.5 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 10.5 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 10.5003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 10.5003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 10.75 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 10.75 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 10.7503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 10.7503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 11 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 11 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 11.0003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 11.0003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 11.25 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 11.25 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 11.2503 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 11.2503 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 11.5 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 11.5 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 11.5003 DsssRate11Mbps/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
r 11.5003 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 11.502 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 11.5022 DsssRate11Mbps/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
r 11.5022 DsssRate11Mbps/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/RxOk ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
t 11.75 /NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:01, TA=00:00:00:00:00:02) ns3::WifiMacTrailer ()
t 11.75 /NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/State/Tx DsssRate11Mbps ns3::WifiMacHeader (CTL_RTS Duration/ID=722us, RA=00:00:00:00:00:04, TA=00:00:00:00:00:03) ns3::WifiMacTrailer ()
